record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:rowopendata-rmw.opendata.arcgis.com:22e905ca197d4a4ab627e95a2895afba,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes industrial business parks and land use for commercial purposes, which does not involve living organisms or ecosystems.",763,113,
oai:pangaea.de:10.1594/pangaea.962104,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes video data collected by an ROV for sea ice physics and oceanographic monitoring, with no mention of living organisms.",958,119,
oai:open.moncton.ca:8e2995e39a7d4a77a5fbb0bb9c6b84b5,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,The record pertains to urban planning and administrative committees in Moncton and does not mention living organisms or ecosystems.,737,112,
oai:frdr-dfdr.ca:oai:www.frdr-dfdr.ca:085a5fdc-0723-43c0-99d6-2adc71db5876,gemini-3.1-flash-lite,True,black spruce; Picea mariana; white spruce; Picea glauca,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genomic genotype data for two specific tree species to support research on heritability and genomic prediction.,943,143,
oai:datadryad.org:doi:10.5061/dryad.vf0t2,gemini-3.1-flash-lite,True,yellow perch; Perca flavescens; fish,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the recruitment and survival of the fish species Perca flavescens in relation to river plume habitats.,1007,138,
oai:datadryad.org:doi:10.5061/dryad.cc2fqz6kh,gemini-3.1-flash-lite,True,cleaner fish,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the foraging behavior and interactions of cleaner fish.,825,116,
oai:borealisdata.ca-dataverse-guelph:1030632_16_41153_41156,gemini-3.1-flash-lite,True,carrots; table beets; carrot; table beet; weed,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides datasets evaluating autonomous robot performance for weed management in carrot and table beet crops.,950,143,
oai:donneesquebec.ca:mre-grive-bicknell-quebec,gemini-3.1-flash-lite,True,grive de Bicknell; Catharus bicknelli; Bicknell's Thrush; sapin baumier,species,organisms,not_applicable,not_applicable,dataset,french,"The record provides a species distribution model for the Bicknell's Thrush, focusing on its occurrence and habitat requirements.",2013,157,
oai:borealisdata.ca-dataverse-guelph:882815_76_41151_41152,gemini-3.1-flash-lite,True,Dunaliella tertiolecta; Desmodesmus communis; phytoplankton; microalgae; Chlorophycean microalgae,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides experimental data on the growth of specific microalgae species in a photobioreactor for aquaculture wastewater treatment.,1055,166,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/60061,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record describes a mathematical model of aggregation equations and density patterns, which does not concern living organisms or ecosystems.",1005,113,
oai:borealisdata.ca-dataverse-carleton:85037_157_84952,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,"The record is a social science survey about public opinion on various political and social issues, not about living organisms or ecosystems.",887,115,
oai:data.ontario.ca:ohip-insured-health-services-investigations,gemini-3.1-flash-lite,True,patients,species,human_health,not_applicable,not_applicable,dataset,french,"The record concerns human health services investigations and patient data, which falls under the human health topic.",956,120,
oai:geoportal.gov.mb.ca:6ef357f436784aa29d927530702d5155,gemini-3.1-flash-lite,True,bétail; poisson,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record is a dataset about food processing facilities and their licensing, which falls under the management of agricultural and fishery products rather than the biology of the organisms themselves.",1866,142,
oai:https-zenodo.org:10.5281/zenodo.14826548,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,french,The record is a tutorial for using software to create educational videos and does not concern living organisms or ecosystems.,860,112,
oai:open.canada.ca:f281cd63-652a-4a44-b4ef-a0b65be4e8f8,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record is about economic capital expenditure projections for businesses and does not mention living organisms or ecosystems.,837,110,
oai:datadryad.org:doi:10.5061/dryad.zgmsbccmj,gemini-3.1-flash-lite,True,medaka; Oryzias latipes; Oryzias,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about sexual dimorphism and sexual selection in the medaka fish species Oryzias latipes.,1120,142,
oai:catalogue.data.gov.bc.ca:central-coast-and-north-coast-lrmp-application,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,other,english,The record describes a web mapping application for land and resource management planning that explicitly includes ecosystem-based management layers.,769,115,
oai:gnb.socrata.com:qx2x-e39r,gemini-3.1-flash-lite,True,species; essence,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english and french,"The record provides statistical data on lumber production and stocks categorized by species, which relates to forestry management and resource economics rather than the biology of the organisms themselves.",849,140,
oai:open.canada.ca:0aaa90ce-dda9-4d36-a91b-88a19b59c2b8,gemini-3.1-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,"The record provides statistical data on prescription drug costs for health insurance plans, which relates to human health rather than living organisms or ecosystems.",843,119,
oai:https-zenodo.org:10.5281/zenodo.8388160,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes a software build outcome prediction dataset and does not mention any living organisms or ecological topics.,740,111,
oai:data.novascotia.ca:9f4x-q35z,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a dataset of physical oceanographic measurements like current speed and direction, and while it mentions fishing and aquaculture as context, the data itself is purely physical.",901,126,
oai:borealisdata.ca-dataverse-guelph:1025626_16_41153_41158,gemini-3.1-flash-lite,True,common field ant; Lasius neoniger,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset concerning the behavioral and mortality effects of microplastics on the ant species Lasius neoniger.,844,132,
oai:borealisdata.ca-dataverse-ubc:74292_73891,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes survey results regarding user perceptions of library services and does not mention any living organisms or ecological topics.,856,113,
oai:borealisdata.ca-dataverse-carleton:960864_866730,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english and french,The record is about entrepreneurship and business practices within specific human communities and does not concern biological organisms or ecosystems.,1253,115,
oai:datadryad.org:doi:10.5061/dryad.b2rbnzs9r,gemini-3.1-flash-lite,True,Great Crested Newt; Triturus cristatus,species,organisms,not_applicable,not_applicable,dataset,english,"The record describes a study on the dispersal, genetics, and population dynamics of the Great Crested Newt.",1055,134,
oai:open.canada.ca:1ff226c7-b54f-44cc-b5eb-042e63eb5452,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record provides census data regarding human occupational classification and demographics, which does not concern living organisms in an ecological or biological context.",855,116,
oai:rowopendata-rmw.opendata.arcgis.com:2751362c6d5046d997fe166aa6f6e11a,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes a dataset regarding traffic calming infrastructure in the City of Kitchener and does not mention living organisms or ecosystems.,803,115,
oai:datadryad.org:doi:10.5061/dryad.1850,gemini-3.1-flash-lite,True,tunicates; cephalochordates; Vertebrata; Urochordata; chordates; Xenoturbella; olfactores; Cephalochordata; Oikopleura; Cyclostomata; Craniata; Tunicata; deuterostomes; Chordata; Deuterostomia; Hemichordata,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing molecular and phylogenetic data regarding the evolutionary relationships between various chordate groups.,1012,236,
oai:borealisdata.ca-dataverse-toronto:159458_36,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record is a census dataset concerning human labour force, demographic, and income characteristics.",876,108,
oai:datadryad.org:doi:10.5061/dryad.000000014,gemini-3.1-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing a mathematical model regarding the evolution of migration in response to pathogen and parasite infections in animals.,994,115,
oai:datadryad.org:doi:10.5061/dryad.2v6wwpzm2,gemini-3.1-flash-lite,True,lichen; reindeer; Rangifer tarandus; Cladina stygia,species,organisms,not_applicable,not_applicable,dataset,english,The record provides data on the recovery and composition of lichen communities following overgrazing by reindeer.,980,141,
oai:catalogue.data.gov.bc.ca:diving-ducks-coastal-resource-information-management-system-crims,gemini-3.1-flash-lite,True,Diving Ducks; Seabirds; marine bird; duck; diving duck,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset concerning the distribution and relative abundance of diving duck species and other seabirds in coastal British Columbia.,878,135,
oai:borealisdata.ca-dataverse-calgary:102558_75362_75424,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes a software file for an educational scenario platform and does not contain information about living organisms or ecosystems.,1148,113,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/71903,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record is a mathematical paper about eigenfunctions on hyperbolic surfaces and does not concern living organisms.,943,109,
oai:data.winnipeg.ca:ijxa-tybv,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes census data regarding transportation modes within urban administrative areas and does not mention living organisms.,767,110,
