record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:rowopendata-rmw.opendata.arcgis.com:22e905ca197d4a4ab627e95a2895afba,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about business parks and industrial areas in the City of Cambridge with no mention of living things or ecosystems.,763,114,
oai:pangaea.de:10.1594/pangaea.962104,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about ROV video surveys focusing on sea ice physics and atmospheric measurements with no living things mentioned.,958,115,
oai:open.moncton.ca:8e2995e39a7d4a77a5fbb0bb9c6b84b5,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,The record concerns urban planning and municipal administration in Moncton with no mention of living things.,737,109,
oai:frdr-dfdr.ca:oai:www.frdr-dfdr.ca:085a5fdc-0723-43c0-99d6-2adc71db5876,gemini-3.5-flash-lite,True,White spruce; black spruce; Picea mariana; Picea glauca,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides SNP genotype datasets for black spruce and white spruce used in forestry genetics and genomic prediction.,943,145,
oai:datadryad.org:doi:10.5061/dryad.vf0t2,gemini-3.5-flash-lite,True,yellow perch; Perca flavescens; fishes; fish,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the genetics and recruitment of yellow perch in river plume habitats.,1007,137,
oai:datadryad.org:doi:10.5061/dryad.cc2fqz6kh,gemini-3.5-flash-lite,True,cleaner fish,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about cleaner fish foraging behavior and mutualism.,825,115,
oai:borealisdata.ca-dataverse-guelph:1030632_16_41153_41156,gemini-3.5-flash-lite,True,carrots; table beets; carrot; table beet; weed; crops; weed species,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides datasets evaluating an autonomous robot for weed management in carrot and table beet crops.,950,154,
oai:donneesquebec.ca:mre-grive-bicknell-quebec,gemini-3.5-flash-lite,True,grive de Bicknell; Catharus bicknelli; Bicknell's Thrush; sapin baumier,species,organisms,not_applicable,not_applicable,dataset,french,The record provides a species distribution model and dataset for Bicknell's Thrush and its habitat.,2013,153,
oai:borealisdata.ca-dataverse-guelph:882815_76_41151_41152,gemini-3.5-flash-lite,True,Dunaliella tertiolecta; Desmodesmus communis; microalgae; algal; phytoplankton,species,organisms,not_applicable,not_applicable,dataset,english,The record contains supplementary raw cell count data and growth models for specific microalgal species used in wastewater treatment research.,1055,157,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/60061,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,"The record is a mathematical paper about an aggregation model and partial differential equations, with no living subjects.",1005,111,
oai:borealisdata.ca-dataverse-carleton:85037_157_84952,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes a public opinion survey on various government and social issues with no living organisms or ecological systems as its subject.,887,115,
oai:data.ontario.ca:ohip-insured-health-services-investigations,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,The record is an administrative dataset containing information on investigations into OHIP-insured health services and does not concern living organisms.,956,117,
oai:geoportal.gov.mb.ca:6ef357f436784aa29d927530702d5155,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is a dataset containing administrative information and permits about food processing and slaughterhouse facilities in Manitoba.,1866,111,
oai:https-zenodo.org:10.5281/zenodo.14826548,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,french,The record is a tutorial about using Screencast-O-Matic for online teaching and does not mention living things.,860,115,
oai:open.canada.ca:f281cd63-652a-4a44-b4ef-a0b65be4e8f8,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is an economic dataset concerning capital expenditures and industry classifications with no mention of living things.,837,110,
oai:datadryad.org:doi:10.5061/dryad.zgmsbccmj,gemini-3.5-flash-lite,True,medaka; Oryzias latipes; Oryzias,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset primarily about the morphological traits and sexual dimorphism of the species Oryzias latipes.,1120,141,
oai:catalogue.data.gov.bc.ca:central-coast-and-north-coast-lrmp-application,gemini-3.5-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,other,english,"The record is a web mapping application providing ecosystem based management value layers, which concerns habitats and ecosystems rather than specific organisms.",769,120,
oai:gnb.socrata.com:qx2x-e39r,gemini-3.5-flash-lite,True,species; essence,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is about lumber production, shipments, and stocks categorized by species, making it a forestry and fisheries dataset concerning harvest volumes rather than the organisms themselves.",849,138,
oai:open.canada.ca:0aaa90ce-dda9-4d36-a91b-88a19b59c2b8,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,"The record provides statistical data on prescription drug costs for non-group supplementary health plans, focusing on human health and administration rather than living organisms or ecosystems.",843,123,
oai:https-zenodo.org:10.5281/zenodo.8388160,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record is about software build outcome prediction data and does not concern living organisms.,740,107,
oai:data.novascotia.ca:9f4x-q35z,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record is about physical oceanographic measurements of current speed and direction, with no living organisms mentioned.",901,113,
oai:borealisdata.ca-dataverse-guelph:1025626_16_41153_41158,gemini-3.5-flash-lite,True,common field ant; Lasius neoniger; Lasius neoniger (Emery),species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the effects of microplastics on the behaviour of the common field ant species Lasius neoniger.,844,145,
oai:borealisdata.ca-dataverse-ubc:74292_73891,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record presents survey results regarding user perceptions of library services and does not involve living organisms or ecosystems.,856,111,
oai:borealisdata.ca-dataverse-carleton:960864_866730,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,"The record is about entrepreneurship and business support strategies for Afro-descendant communities, containing no living organisms or related topics.",1253,116,
oai:datadryad.org:doi:10.5061/dryad.b2rbnzs9r,gemini-3.5-flash-lite,True,Great Crested Newt; Triturus cristatus,species,organisms,not_applicable,not_applicable,dataset,english,The record contains data and research on the dispersal and genetics of the Great Crested Newt species.,1055,132,
oai:open.canada.ca:1ff226c7-b54f-44cc-b5eb-042e63eb5452,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record provides census data regarding human occupations and demographics without mentioning living organisms or ecosystems.,855,108,
oai:rowopendata-rmw.opendata.arcgis.com:2751362c6d5046d997fe166aa6f6e11a,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record is about traffic calming infrastructure and does not mention living organisms.,803,106,
oai:datadryad.org:doi:10.5061/dryad.1850,gemini-3.5-flash-lite,True,tunicates; cephalochordates; Vertebrata; Urochordata; chordates; Xenoturbella; olfactores; Cephalochordata; Oikopleura; Cyclostomata; Craniata; Tunicata; deuterostomes; Chordata; Deuterostomia; Hemichordata,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset providing molecular support and phylogenomic data for chordate evolution and relationships among various organism groups.,1012,239,
oai:borealisdata.ca-dataverse-toronto:159458_36,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record is a statistical dataset from the Census of Canada focusing on human labour force, demographic, cultural, and income characteristics, with no mention of living things.",876,123,
oai:datadryad.org:doi:10.5061/dryad.000000014,gemini-3.5-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,The record presents a mathematical model examining how pathogen and parasite infections drive animal migration behavior.,994,108,
oai:datadryad.org:doi:10.5061/dryad.2v6wwpzm2,gemini-3.5-flash-lite,True,lichen; reindeer; Rangifer tarandus; Cladina stygia,species,organisms,not_applicable,not_applicable,dataset,english,The record is primarily about the recovery and community composition of lichen communities and reindeer following overgrazing.,980,142,
oai:catalogue.data.gov.bc.ca:diving-ducks-coastal-resource-information-management-system-crims,gemini-3.5-flash-lite,True,Diving Ducks; Seabirds; marine bird; duck; diving duck,group,organisms,not_applicable,not_applicable,dataset,english,The record provides distribution and habitat data for diving ducks in coastal British Columbia.,878,140,
oai:borealisdata.ca-dataverse-calgary:102558_75362_75424,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record provides technical instructions for importing a virtual scenario zip file into an OpenLabyrinth server and does not concern living organisms or ecosystems.,1148,118,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/71903,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about mathematical eigenfunctions on Riemannian manifolds and does not concern living organisms.,943,107,
oai:data.winnipeg.ca:ijxa-tybv,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about census transportation data organized by geographic areas and contains no living organisms or ecological content.,767,111,
oai:datadryad.org:doi:10.5061/dryad.t4b8gthxw,gemini-3.5-flash-lite,True,coal tit; Periparus ater; larch,species,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset about the breeding phenology and environmental predictors of a specific bird species, the coal tit.",1014,137,
oai:mydata-kamloops.opendata.arcgis.com:01f9cbc92e48404383368e459a7335e7,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides locations of neighbourhood centres for an urban open data portal, which does not concern living things.",748,112,
